ds,yhat,yhat_lower,yhat_upper,Actual,Type
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,267956.3,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,510382.5,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,2049860.26,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1473386.75,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1503298.7,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1095421.65,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,2204556.7,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,327237.92,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,676260.67,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,658997.55,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,506760.54,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1385362.49,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1515976.11,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,999348.55,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1270658.64,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1611968.17,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1230591.97,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1319588.04,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,421642.19,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,511327.9,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,963960.37,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,463513.26,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1082559.06,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,296850.83,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1491300.42,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,660838.75,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,303447.57,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,988467.61,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,2124451.54,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,983963.07,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1567138.07,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,1970274.64,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,916289.2,Actual
2010-02-19,1053826.7850965364,309215.4236080313,1770210.978099617,2161549.76,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,273079.07,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,407204.86,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,473773.27,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,447519.44,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,2095591.63,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,2006774.96,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1336404.65,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,513615.82,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,628516.57,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,618702.79,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,564883.2,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,899761.48,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,749597.24,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1053247.1,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,855385.01,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,284052.77,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1925728.84,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,334222.73,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1344354.41,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,863917.41,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1817850.32,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,905756.13,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,270281.63,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,847592.11,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1168582.02,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1432953.21,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1373270.06,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1158722.74,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1198709.65,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1542173.33,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1048617.17,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1020651.74,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,472330.71,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,749549.55,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,496083.24,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,491510.58,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,443242.17,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,991941.73,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1898193.95,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1409727.59,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1390934.27,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1068157.45,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,488417.61,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,741891.65,Actual
2010-02-26,1026757.9615546737,354150.07018013514,1687722.1730469633,1865097.27,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,2237544.75,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1412387.37,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1554806.68,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,507297.88,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1009201.24,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1311175.93,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1608435.45,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1991013.13,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1384870.51,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,372239.89,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,2119213.72,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,665750.06,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,747444.32,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1162610.27,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,415202.04,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,519255.68,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,783300.05,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,491419.55,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1987090.09,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,472591.07,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1077018.27,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1971057.44,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1266254.21,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,444181.85,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1179738.5,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,554972.42,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1426622.65,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,480203.43,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1939980.43,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,658600.05,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,535087.91,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,284617.27,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,605325.43,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,990152.28,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1313729.72,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,288855.71,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1063557.49,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,881503.95,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,777951.22,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1066566.74,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,291484.89,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1601348.82,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1005669.58,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,918295.79,Actual
2010-03-05,1016699.6187769407,386455.13962128863,1704632.6419224222,1495844.57,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,899352.4,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1558621.36,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,384200.69,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1941346.13,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1138800.32,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,342023.92,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,480452.1,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,2010974.84,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,494145.8,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1894324.09,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1925113.12,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1366193.35,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,445393.74,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,588363.62,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,645386.94,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,604173.59,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1023997.71,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,297293.59,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1093319.37,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,963382.09,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1244391.83,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1467889.2,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1326877.11,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,468189.93,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,712312.89,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,513015.35,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,763961.82,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,860336.16,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,272190.83,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,519042.49,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1408082.96,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,967187.37,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,660619.99,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,312161.0,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,2156035.06,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,985594.23,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1840686.94,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1150344.39,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,921247.88,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,765687.42,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1990483.78,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1309340.16,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1331883.16,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,1439541.59,Actual
2010-03-12,1013227.9318894938,274087.4629876111,1697458.251713481,441434.2,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1059781.78,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,966145.09,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,839911.0,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1693058.91,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1332261.01,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,574450.23,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,752034.52,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,504307.35,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,659795.84,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,727070.0,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,972088.34,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,428851.99,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1879794.89,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1946875.06,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,445736.36,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,460020.74,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1117536.09,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1897429.36,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,519914.1,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1006597.69,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1364207.0,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,668098.49,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,375328.59,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,485744.61,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,496851.6,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,773819.49,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1301590.13,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1087507.47,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,892070.82,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1222511.29,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,333025.47,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1951848.43,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,281706.41,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1332940.35,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,593710.67,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1946070.88,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,269624.2,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1700627.97,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1229008.32,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,2066219.3,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,282235.73,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1279819.43,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,894865.3,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,1472515.79,Actual
2010-03-19,1007518.0070553274,288800.07119417546,1702584.8420829608,903366.55,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,793097.64,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,1235094.66,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,442457.35,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,1427023.45,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,1245268.77,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,592111.49,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,1258311.56,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,1882095.98,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,273282.97,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,893613.0,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,686497.53,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,1310701.8,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,880742.35,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,1012075.12,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,478021.68,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,772539.12,Actual
2010-03-26,1007864.5121467244,289969.98665461905,1706620.724432464,1015196.46,Actual
